Character	Pinyin	Tone	Meaning	Story
戀	liàn	4	to be enamored of	To be enamored, thread and heart command "Lian!" sharply - romance pulls tight!
變	biàn	4	to change	To change thread and strike yells "Bian!" sharply - rebellion transforms everything!
經	jīng	1	Scripture	Scripture threads through time, singing "Jing!" cheerfully as sacred sutras pass through!
輕	qīng	1	lightweight	Lightweight car on silk threads sings "Ching!" cheerfully - so gentle and easy!
後	hòu	4	behind	Behind the path with thread commands "Ho!" sharply at the rear!
幾	jǐ	3	how many?	How many small threads bend down drooping saying "Ji?" - just a few!
機	jī	1	Machine	A machine of trees and threads sings "Ji!" cheerfully - an opportunity clicking like an abacus!
斷	duàn	4	to sever	To sever threads with ax commands "Dwan!" sharply - Gimli cutting silk in the factory!
繼	jì	4	to carry on	To carry on silk rice commands "Ji!" sharply, inheriting the thread!
顯	xiǎn	3	obvious	Obvious thread appears, bending down drooping saying "Shian" - conspicuous to all!
樂	yuè	4	Music	Music from white tree commands "Yueh!" sharply - melodies sing with joy!
藥	yào	4	Medicine	Medicine grass music commands "Yao!" sharply - herbs that cure and heal!
雞	jī	1	Chicken	A chicken bird sings "Ji!" cheerfully - part griffin, part turkey!
麼	me	5	[interrogative suffix]	"What, me?" says the hemp thread neutrally, questioning at sentence's end!
系	xì	4	Lineage	Lineage silk held commands "Shi!" sharply - connection through generations!
係	xì	4	related to	Related to person lineage commands "Shi!" sharply - bound by connection!
孫	sūn	1	Grandchild	Grandchild child and line sing "Sun!" cheerfully - grandson continuing the thread!
卻	què	4	to withdraw	To withdraw from divination commands "Chueh!" sharply - retreat, yet stand firm!
腳	jiǎo	3	Foot	A foot of flesh bends down drooping saying "Jiao" at the base!
服	fú	2	Apparel	Apparel with moon hand questions "Foo? What clothing?" curiously to wear!
命	mìng	4	Fate	Fate's mouth opens, commanding "Ming!" sharply - life's destiny spoken!
留	liú	2	to stay	To stay in field questions "Lyo? Remain here?" curiously detained!
溜	liū	1	to slide	To slide on water sings "Lyo!" cheerfully slipping away skating!
聊	liáo	2	to chat	To chat with ear questions "Liao? Talk more?" curiously passing time!
柳	liǔ	3	Willow	Willow tree bends down drooping like "Lyo" - branches swaying gently!
令	lìng	4	Orders	Orders stamped with seal command "Ling!" sharply - the decree is issued!
冷	lěng	3	cold	Cold ice orders bend down drooping saying "Leng" - frozen and chilled!
零	líng	2	zero	Zero rain orders question "Ling? Nothing left?" curiously empty!
領	lǐng	3	Collar	A collar at the neck bends down drooping saying "Ling" - usher forward by the lead!
通	tōng	1	to communicate	To communicate on pogo stick sings "Tong!" cheerfully bouncing - common passage through!
勇	yǒng	3	courageous	Courageous power bends down drooping saying "Yong" - brave and valiant!
犯	fàn	4	Criminal	A criminal dog half-committed commands "Fan!" sharply violating rules!
危	wēi	1	Danger	Danger! Rock climbing bound by fingerprints sings "Way!" anxiously high on the cliff!
脆	cuì	4	fragile	Fragile flesh in danger commands "Tsway!" sharply - brittle and easily broken!
印	yìn	4	Print	Print with hand seal commands "Yin!" sharply - stamp marking India's mark!
興	xìng	4	Excitement	Excitement rises as hands lift high, commanding "Shing!" sharply - thriving with interest!
酒	jiǔ	3	Liquor	Liquor in jars bends down drooping saying "Jyo" - wine and spirits flowing!
配	pèi	4	to distribute	To distribute wine with respect commands "Pay!" sharply allocating shares!
酋	qiú	2	Chieftain	A chieftain with wine questions "Chyo? Am I chief?" curiously leading the tribe!
尊	zūn	1	to venerate	To venerate the wine altar sings "Zun!" cheerfully honoring with respect!
遵	zūn	1	to abide by	To abide by the walk of veneration sings "Zun!" cheerfully following rules!
豆	dòu	4	Beans	Beans in a dish command "Doe!" sharply - peas stacked high!
頭	tóu	2	Head	A head with beans questions "Toe? Where's the chief?" curiously at the top!
短	duǎn	3	short	Short arrow with beans bends down drooping saying "Dwan" - lacking length!
禮	lǐ	3	Ceremony	Ceremony altar full of jelly beans bends down drooping saying "Lee" - rites and customs!
體	tǐ	3	Body	A body with ceremony bones bends down drooping saying "Ti" - the physical form!
鼓	gǔ	3	a Drum	A drum of beans beats, bending down drooping saying "Goo" - rousing rhythm!
喜	xǐ	3	joyful	Joyful mouth and drum bend down drooping saying "Shi" - happiness and delight!
廚	chú	2	Kitchen	Kitchen cliff with beans questions "Choo? What's cooking?" curiously preparing meals!
樹	shù	4	Timber	Timber tree and drum command "Shoo!" sharply - leaking glue when beaten for more!
血	xuè	3	Blood	Blood in a dish bends down drooping saying "Shueh" - red liquid of life!
盡	jìn	4	exhausted	Exhausted brush sweeps blood, commanding "Jin!" sharply - completely used up!
儘	jǐn	3	to the utmost	To the utmost person exhausted bends down drooping saying "Jeen" - trying maximum!
蓋	gài	4	Lid	A lid of grass covers blood, commanding "Gai!" sharply - canopy on top!
溫	wēn	1	temperature	Temperature of water sings "Wen!" warmly - Marilyn giving bowl to prisoner feels lukewarm!
監	jiān	1	to supervise	To supervise vessel with eyes sings "Jian!" cheerfully watching - inspecting closely!
籃	lán	2	Basket	A basket of bamboo supervises, questioning "Lan? What's inside?" curiously holding goods!
藍	lán	2	blue	Blue grass basket questions "Lan? Why this color?" curiously like indigo!
銀	yín	2	Silver	Silver gold and good question "Yin? Precious metal?" curiously shining!
跟	gēn	1	Heel	A heel foot following sings "Gen!" cheerfully accompanying behind!
很	hěn	3	very	Very much heel bends down drooping saying "Hen" - quite and rather!
根	gēn	1	Root	A root tree at heel sings "Gen!" cheerfully - the basis below!
即	jí	2	immediately	Immediately person kneeling questions "Ji? Right now?" curiously - at once like silver stamp!
節	jié	2	Holiday	Holiday bamboo knot questions "Jieh? Festival time?" curiously celebrating segments!
退	tuì	4	to retreat	To retreat walking backwards commands "Tway!" sharply withdrawing step by step!
腿	tuǐ	3	Leg	A leg of flesh retreating bends down drooping saying "Tway" - limb moving back!
限	xiàn	4	Limit	Limit cliff retreat commands "Shian!" sharply - boundary and bound!
眼	yǎn	3	Eyelet	An eyelet eye looking bends down drooping saying "Yan" - hole of sight opening!
良	liáng	2	high-quality	High-quality roots question "Lyang? Very good?" curiously virtuous!
浪	làng	4	Breakers	Breakers water wander, commanding "Lang!" sharply - waves unrestrained!
娘	niáng	2	Mom	Mom woman good questions "Nyang? Mother dear?" curiously - wife caring!
食	shí	2	Food	Food on person questions "Shi? What to eat?" curiously - animal feed!
飯	fàn	4	Meal	A meal of food anti-commands "Fan!" sharply - cooked rice!
餐	cān	1	to dine	To dine with food sings "Tsan!" cheerfully eating together - repast shared!
館	guǎn	3	Bldg.	Building food official bends down drooping saying "Gwan" - public establishment house!
養	yǎng	3	to raise	To raise sheep and food bends down drooping saying "Yang" - rearing and keeping!
既	jì	4	since	Since food done commands "Ji!" sharply - already de facto!
概	gài	4	approximate	Approximate tree already commands "Gai!" sharply - general outline!
平	píng	2	even	Even ground flat questions "Ping? Level?" curiously balanced!
評	píng	2	to evaluate	To evaluate words even questions "Ping? Fair judgment?" curiously criticizing!
坪	píng	2	Level Ground	Level ground earth even questions "Ping? Flat plain?" curiously measuring two-mat area!
乎	hū	1	ooh!	"Ooh!" exclaims cheerfully singing "Hoo!" high with surprise!
呼	hū	1	to shout	To shout mouth ooh sings "Hoo!" cheerfully exhaling loudly!
希	xī	1	to hope	To hope cloth scarce sings "Shee!" cheerfully expecting the rare!
稀	xī	1	scarce	Scarce grain hope sings "Shee!" cheerfully sparse and diluted!
學	xué	2	to study	To study child roof questions "Shueh? Learning?" curiously - science and -ology!
覺	jué	2	Senses	Senses study see questions "Jueh? Aware?" curiously waking to consciousness!
攪	jiǎo	3	to stir	To stir hand senses bends down drooping saying "Jiao" - mixing and disturbing!
凶	xiōng	1	sinister	Sinister box opening sings "Shyong!" terribly - ominous villain within!
兇	xiōng	1	cruel	Cruel sinister brother sings "Shyong!" brutally - ferocious and atrocious!
胸	xiōng	1	Bosom	Bosom flesh cruel sings "Shyong!" powerfully - chest and heart!
離	lí	2	to leave	To leave bird departing questions "Lee? Going away?" curiously detaching!
禽	qín	2	Fowl	Fowl birds on person question "Chin? What birds?" curiously - captured fowl!
辛	xīn	1	peppery	Peppery standing offends, singing "Shin!" bitterly - 8th stem pungent and laborious!
辦	bàn	4	to manage	To manage two peppery commands "Ban!" sharply - handling affairs!
辯	biàn	4	to dispute	To dispute words pepper commands "Bian!" sharply - arguing and debating!
壁	bì	4	Partition	Partition earth peppery commands "Bee!" sharply - wall as rampart!
避	bì	4	to evade	To evade walk partition yells "Bee!" sharply - fleeing and hiding!
新	xīn	1	new	New standing tree ax sings "Shin!" cheerfully fresh and newly made!
薪	xīn	1	Fuel	Fuel grass new sings "Shin!" cheerfully - firewood and salary burning!
親	qīn	1	Relatives	Relatives stand tree see sing "Chin!" cheerfully - dear and intimate relations!
襯	chèn	4	Inner Garments	Inner garments clothes relatives command "Chen!" sharply - underwear beneath!
幸	xìng	4	Good Fortune	Good fortune hands bound command "Shing!" sharply - lucky and fortunate!
執	zhí	2	to clench	To clench fortune hand questions "Zhi? Grasping?" tenaciously holding!
報	bào	4	Newspaper	Newspaper fortune strike commands "Bao!" sharply - announcing reports!
叫	jiào	4	to call	To call mouth compare commands "Jiao!" sharply - shouting orders!
收	shōu	1	to receive	To receive hand again sings "Show!" cheerfully accepting - income collected!
陸	lù	4	Land	Land mound solid commands "Loo!" sharply - continental shore!
勢	shì	4	Force	Force land strike yells "Shi!" sharply - powerful influence!
熱	rè	4	Heat	Heat force fire commands "Ruh!" sharply - fervent and hot weather!
藝	yì	4	Technique	Technique grass cloud person yells "Yi!" sharply - skillful art!
亥	hài	4	Sign Of The Hog	Sign of the hog at 9pm commands "Hai!" sharply - 12th earthly branch pig!
核	hé	2	Nucleus	Nucleus tree hog questions "Huh? Center?" curiously - atomic core!
孩	hái	2	Tot	A tot child hog questions "Hai? Little one?" curiously young!
刻	kè	4	to carve	To carve hog knife commands "Kuh!" sharply - engraving quarter-hours!
該	gāi	1	should	Should words carve sing "Gai!" cheerfully - ought to as above-stated!
述	shù	4	to narrate	To narrate walk hog commands "Shoo!" sharply - telling and relating!
術	shù	4	Art	Art go narrate yells "Shoo!" sharply - skillful method and technique!
殺	shā	1	to kill	To kill tree art sings "Sha!" darkly - murdering and slaughtering!
襄	xiāng	1	to aid	To aid clothes high sings "Shyang!" cheerfully assisting!
讓	ràng	4	to yield	To yield words aid commands "Rang!" sharply - allowing and permitting!
壤	rǎng	3	Territory	Territory earth yield bends down drooping saying "Rang" - soil and lot!
寒	hán	2	frigid	Frigid house territory questions "Han? Cold?" curiously trembling poor!
賽	sài	4	Competition	Competition shellfish frigid commands "Sai!" sharply - match to compete!
毒	dú	2	a Poison	A poison mother living questions "Doo? Venom?" curiously toxic!
素	sù	4	Vegetarian Diet	Vegetarian diet threads ten commands sharply "Soo!" at the table - plain and meatless!
青	qīng	1	blue or green	Blue or green life moon sings "Ching!" cheerfully - azure and verdant colors!
精	jīng	1	refined	Refined rice blue sings "Jing!" cheerfully - essence and perfection!
請	qǐng	3	to invite	To invite words blue bends down drooping "Ching" - soliciting and requesting please!
情	qíng	2	Feelings	Feelings heart blue questions "Ching? Emotion?" curiously - passion and sentiment!
睛	jīng	1	Eyeball	Eyeball eye blue sings "Jing!" cheerfully - the pupil gazing!
清	qīng	1	pure	Pure water blue sings "Ching!" cheerfully - clear and distinct!
靜	jìng	4	quiet	Quiet blue contend commands sharply "Jing!" - still and motionless calm!
責	zé	2	Responsibility	Responsibility shellfish taskmaster questions "Dzuh? Duty?" curiously - blame and obligation!
績	jì	4	Accomplishments	Accomplishments thread responsibility commands sharply "Jee!" - merit and exploits!
積	jī	1	to accumulate	To accumulate wheat responsibility sings "Jee!" cheerfully - amassing volume!
表	biǎo	3	Surface	Surface fur cliff bends down drooping "Byao" - exterior shown!
錶	biǎo	3	a Watch	A watch metal surface bends down drooping "Byao" - clock ticking!
生	shēng	1	Life	Life sprouts from soil singing "Shung!" cheerfully - to be born!
星	xīng	1	Star	Star sun life sings "Shing!" cheerfully - celestial satellite!
姓	xìng	4	Surname	Surname woman life commands sharply "Shing!" - family name!
性	xìng	4	Sex	Sex heart life commands sharply "Shing!" - nature and gender!
害	hài	4	Harm	Harm house mouth commands sharply "Hi!" - calamity and damage!
割	gē	1	to cut off	To cut off harm sword sings "Guh!" cheerfully - cutting proportion!
慧	huì	4	intelligent	Intelligent broom heart commands sharply "Hway!" - astute wisdom!
豐	fēng	1	plentiful	Plentiful beans bend sings "Fung!" cheerfully - abundant and lush!
春	chūn	1	Springtime	Springtime sun three people sings "Choon!" cheerfully - festive season!
泰	tài	4	tranquil	Tranquil water big hands commands sharply "Tie!" - peaceful and safe!
奉	fèng	4	to proffer	To proffer hands cornstalk commands sharply "Fung!" - dedicate tribute!
棒	bàng	4	Cudgel	Cudgel tree proffer commands sharply "Bahng!" - a stick or rod!
勤	qín	2	diligent	Diligent turkey taskmaster questions "Chin? Working?" curiously - industrious and frequent!
謹	jǐn	3	careful	Careful words turkey bends down drooping "Jin" - cautious and discreet!
僅	jǐn	3	merely	Merely person turkey bends down drooping "Jin" - barely a trifle!
漢	hàn	4	Han	Han water sunrise commands sharply "Hahn!" - Chinese dynasty!
難	nán	2	difficult	Difficult turkey questions "Nahn? Arduous?" curiously - hard problem!
攤	tān	5	Vendor's Stand	Vendor's stand hand cliff says "Tahn" neutrally - spread out stall!
華	huá	2	Splendor	Splendor flowers transform questions "Hwah? Magnificent?" curiously - China's glory!
嘩	huá	2	Clamor	Clamor mouth splendor questions "Hwah? Noise?" curiously - quarreling catcalls!
垂	chuí	2	to droop	To droop cliff ground questions "Chway? Hanging?" curiously - dangling down!
錘	chuí	2	Hammer	Hammer metal droop questions "Chway? Spindle?" curiously - pounding tool!
睡	shuì	4	to sleep	To sleep eye droop commands sharply "Shway!" - drowsy rest!
今	jīn	1	now	Now umbrella sings "Jin!" cheerfully - today and present!
含	hán	2	to harbor	To harbor mouth now questions "Hahn? Keeping?" curiously - to contain!
念	niàn	4	to miss	To miss now heart commands sharply "Nyen!" - recall and wish!
陰	yīn	1	Yin	Yin wall now sings "Yin!" cheerfully - dark female principle!
蔭	yìn	4	shady	Shady flowers yin commands sharply "Yin!" - behind the scenes shelter!
西	xī	1	West	West bird nest sings "Shee!" cheerfully - western direction!
要	yào	4	want	Want west woman commands sharply "Yao!" - must and vital need!
腰	yāo	1	Waist	Waist body want sings "Yao!" cheerfully - middle and lower back loins!
票	piào	4	Ticket	Ticket west showing commands sharply "Pyao!" - ballot slip!
漂	piào	4	to drift	To drift water ticket commands sharply "Pyao!" - floating tossed about!
標	biāo	1	a Mark	A mark tree ticket sings "Byao!" cheerfully - signpost and label!
賈	gǔ	3	Merchant	Merchant west shellfish bends down drooping "Goo" - to buy goods!
價	jià	4	Price	Price person merchant commands sharply "Jyah!" - value and worth!
煙	yān	5	the Smoke	The smoke fire west says "Yan" neutrally - cigarette tobacco rising!
南	nán	2	South	South ten questions "Nahn? Direction?" curiously - southern southward!
門	mén	2	Gate	Gate two doors question "Muhn? Entrance?" curiously - opening portal!
們	men	5	[plural]	Plural marker gate person says "men" neutrally - we/they/you all!
閒	xián	2	Leisure	Leisure gate tree questions "Shyan? Idle?" curiously - unoccupied free time!
