Traditional	Study Order	Pinyin	Meaning	Story
級	1014	jí	a Rank	A rank of silk and reach questions "Ji? What level?" like Spider-man taking the JLPT!
紀	1015	jì	Epoch	An epoch of silk history commands "Ji!" sharply, chronicling ages in threads!
紅	1016	hóng	red	"Hong, why so crimson?" The silk and work questioned curiously, blushing red.
約	1017	yuē	to make an appointment	The silk takes the shape of to make an appointment, singing "Yueh!" cheerfully!
細	1018	xì	fine	"Shi!" Silk as fine as field threads commanded sharply - delicate as a hair!
緊	1019	jǐn	tight	See how the silk forms tight? It whispers "Jeen" softly - a vivid image to remember!
織	1020	zhī	to weave	Like silk, this character means to weave and sings "Zhi!" - a vivid image to remember!
網	1021	wǎng	Net	See how the silk forms net? It whispers "Wang" softly - a vivid image to remember!
綠	1022	lǜ	green	With grass combined with water, you get green - "Lyu!" rings out sharply!
彎	1023	wān	curved	"Wan!" Thread and bow curved cheerfully, bending in an arc!
灣	1024	wān	Bay	A bay of water curves, singing "Wan!" cheerfully like a gulf!
戀	1025	liàn	to be enamored of	To be enamored, thread and heart command "Lian!" sharply - romance pulls tight!
變	1026	biàn	to change	See how the thread forms to change? It shouts "Bian!" sharply!
經	1027	jīng	Scripture	Picture scripture taking form - it sings "Jing!" with vivid energy!
輕	1028	qīng	lightweight	The silk takes the shape of lightweight, singing "Ching!" cheerfully!
後	1029	hòu	behind	Behind the path with thread commands "Ho!" sharply at the rear!
幾	1030	jǐ	how many?	How many small threads bend down drooping saying "Ji?" - just a few!
機	1031	jī	Machine	A machine of trees and threads sings "Ji!" cheerfully - an opportunity clicking like an abacus!
斷	1032	duàn	to sever	See how the silk forms to sever? It shouts "Dwan!" sharply - a vivid image to remember!
繼	1033	jì	to carry on	With a thread combined with silk, you get to carry on - "Ji!" rings out sharply!
顯	1034	xiǎn	obvious	The thread stands for obvious, whispering "Shian" softly - a vivid image to remember!
樂	1035	yuè	Music	"Yueh!" The white tree commanded music sharply - melodies sang with joy!
藥	1036	yào	Medicine	The grass takes the shape of medicine, shouting "Yao!" sharply!
雞	1037	jī	Chicken	A chicken bird sings "Ji!" cheerfully - part griffin, part turkey!
麼	1038	me	[interrogative suffix]	"What, me?" says the hemp thread neutrally, questioning at sentence's end!
系	1039	xì	Lineage	Like silk, this character means lineage and shouts "Shi!" - a vivid image to remember!
係	1040	xì	related to	"Shi!" The person's lineage commanded sharply - they were related by connection!
孫	1041	sūn	Grandchild	"Sun!" The child on the family line sang cheerfully - a grandson continuing the thread!
卻	1042	què	to withdraw	"Chueh!" Divination commanded withdrawal sharply - retreat, yet stand firm!
腳	1043	jiǎo	Foot	The foot takes the shape of foot, whispering "Jiao" softly - a vivid image to remember!
服	1044	fú	Apparel	"Foo, what clothing should I wear?" The moon and hand questioned apparel curiously.
命	1045	mìng	Fate	Fate's mouth opens, commanding "Ming!" sharply - life's destiny spoken!
留	1046	liú	to stay	"Lyo, should I remain here?" The field questioned whether to stay, detained.
溜	1047	liū	to slide	"Lyo!" On the water they sang cheerfully, sliding away, skating and slipping!
聊	1048	liáo	to chat	"Liao, want to talk more?" The ear questioned how to chat curiously, passing time!
柳	1049	liǔ	Willow	Like a tree, this character means willow and whispers "Lyo"!
令	1050	lìng	Orders	"Ling!" The seal stamped orders sharply - the decree was issued!
冷	1051	lěng	cold	A striking symbol for cold that whispers "Leng" softly - a vivid image to remember!
零	1052	líng	zero	The rain stands for zero, asking "Ling? Nothing left?" curiously!
領	1053	lǐng	Collar	The strokes unite to show collar, whispering "Ling" softly - a vivid image to remember!
通	1054	tōng	to communicate	See how the stick forms to communicate? It sings "Tong!" cheerfully!
勇	1055	yǒng	courageous	This character represents courageous, whispering "Yong" softly!
犯	1056	fàn	Criminal	A criminal dog half-committed commands "Fan!" sharply violating rules!
危	1057	wēi	Danger	Danger! Rock climbing bound by fingerprints sings "Way!" anxiously high on the cliff!
脆	1058	cuì	fragile	"Tsway!" Flesh in danger commanded sharply - fragile, brittle, and easily broken!
印	1059	yìn	Print	"Yin!" The hand pressed the seal sharply to print - a stamp marking India's mark!
興	1060	xìng	Excitement	An striking symbol for excitement that shouts "Shing!" sharply!
酒	1061	jiǔ	Liquor	A striking symbol for liquor that whispers "Jyo" softly - a vivid image to remember!
配	1062	pèi	to distribute	The strokes unite to show to distribute, shouting "Pay!" sharply!
酋	1063	qiú	Chieftain	A chieftain with wine questions "Chyo? Am I chief?" curiously leading the tribe!
尊	1064	zūn	to venerate	To venerate the wine altar sings "Zun!" cheerfully honoring with respect!
遵	1065	zūn	to abide by	To abide by the walk of veneration sings "Zun!" cheerfully following rules!
豆	1066	dòu	Beans	"Doe!" Beans in a dish commanded sharply - peas stacked high!
頭	1067	tóu	Head	A head with beans questions "Toe? Where's the chief?" curiously at the top!
短	1068	duǎn	short	See how the arrow forms short? It whispers "Dwan" softly - a vivid image to remember!
禮	1069	lǐ	Ceremony	This character represents ceremony, whispering "Lee" softly!
體	1070	tǐ	Body	The body takes the shape of body, whispering "Ti" softly - a vivid image to remember!
鼓	1071	gǔ	a Drum	The strokes unite to show a drum, singing "Goo" cheerfully - a vivid image to remember!
喜	1072	xǐ	joyful	The mouth takes the shape of joyful, whispering "Shi" softly!
廚	1073	chú	Kitchen	"Choo, what's cooking?" The cliff with beans questioned the kitchen curiously!
樹	1074	shù	Timber	"Shoo!" Tree and drum commanded sharply - timber leaking glue when beaten!
血	1075	xuè	Blood	The strokes unite to show blood, whispering "Shueh" softly - a vivid image to remember!
盡	1076	jìn	exhausted	The strokes unite to show exhausted, shouting "Jin!" sharply!
儘	1077	jǐn	to the utmost	The person stands for to the utmost, whispering "Jeen" softly!
蓋	1078	gài	Lid	A lid of grass covers blood, commanding "Gai!" sharply - canopy on top!
溫	1079	wēn	temperature	Temperature of water sings "Wen!" warmly - Marilyn giving bowl to prisoner feels lukewarm!
監	1080	jiān	to supervise	A striking symbol for to supervise that sings "Jian!" cheerfully!
籃	1081	lán	Basket	A basket of bamboo supervises, questioning "Lan? What's inside?" curiously holding goods!
藍	1082	lán	blue	The grass takes the shape of blue, asking "Lan? Why this color?" curiously!
銀	1083	yín	Silver	"Yin, is this precious metal?" Gold questioned silver curiously, shining bright!
跟	1084	gēn	Heel	A heel foot following sings "Gen!" cheerfully accompanying behind!
很	1085	hěn	very	Picture very taking form - it whispers "Hen" with vivid energy!
根	1086	gēn	Root	A root tree at heel sings "Gen!" cheerfully - the basis below!
即	1087	jí	immediately	Like a person, this character means immediately and asks "Ji? Right now?"!
節	1088	jié	Holiday	Like bamboo, this character means holiday and asks "Jieh? Festival time?"!
退	1089	tuì	to retreat	"Tway!" Walking backwards, they retreated sharply, withdrawing step by step!
腿	1090	tuǐ	Leg	Like a leg, this character means leg and whispers "Tway" - a vivid image to remember!
限	1091	xiàn	Limit	The strokes unite to show limit, shouting "Shian!" sharply - a vivid image to remember!
眼	1092	yǎn	Eyelet	Like an eye, this character means eyelet and whispers "Yan"!
良	1093	liáng	high-quality	A striking symbol for high-quality that asks "Lyang? Very good?" curiously!
浪	1094	làng	Breakers	Like water, this character means breakers and shouts "Lang!"!
娘	1095	niáng	Mom	A striking symbol for mom that asks "Nyang? Mother dear?" curiously!
食	1096	shí	Food	Like a person, this character means food and asks "Shi? What to eat?"!
飯	1097	fàn	Meal	A striking symbol for meal that shouts "Fan!" sharply - a vivid image to remember!
餐	1098	cān	to dine	"Tsan!" They dined with food cheerfully - a repast eaten together!
館	1099	guǎn	Bldg.	This character represents bldg., whispering "Gwan" softly - a vivid image to remember!
養	1100	yǎng	to raise	This character represents to raise, whispering "Yang" softly!
既	1101	jì	since	A striking symbol for since that shouts "Ji!" sharply - a vivid image to remember!
概	1102	gài	approximate	See how the tree forms approximate? It shouts "Gai!" sharply!
平	1103	píng	even	An striking symbol for even that asks "Ping? Level?" curiously!
評	1104	píng	to evaluate	"Ping, is this a fair judgment?" Words questioned evenly, evaluating and criticizing curiously!
坪	1105	píng	Level Ground	"Ping, is this a flat plain?" The earth questioned level ground curiously - measuring the two-mat area!
乎	1106	hū	ooh!	"Ooh!" exclaims cheerfully singing "Hoo!" high with surprise!
呼	1107	hū	to shout	"Hoo!" The mouth sang cheerfully, shouting and exhaling loudly!
希	1108	xī	to hope	"Shee!" Scarce cloth sang cheerfully - hoping for the rare!
稀	1109	xī	scarce	Picture scarce taking form - it sings "Shee!" with vivid energy!
學	1110	xué	to study	"Shueh, are we learning?" The child under the roof questioned study curiously - science and -ology!
覺	1111	jué	Senses	Picture senses taking form - it asks "Jueh? Aware?" with vivid energy!
攪	1112	jiǎo	to stir	The hand stands for to stir, whispering "Jiao" softly reached by outstretched fingers!
凶	1113	xiōng	sinister	The box stands for sinister, singing "Shyong!" cheerfully - a vivid image to remember!
兇	1114	xiōng	cruel	Picture cruel taking form - it sings "Shyong!" with vivid energy!
胸	1115	xiōng	Bosom	See how the heart forms bosom? It sings "Shyong!" cheerfully!
離	1116	lí	to leave	"Lee, are you going away?" The departing bird questioned leaving curiously, detaching.
禽	1117	qín	Fowl	See how the person forms fowl? It asks "Chin, what birds are these?" curiously!
辛	1118	xīn	peppery	A striking symbol for peppery that sings "Shin!" cheerfully!
辦	1119	bàn	to manage	This character represents to manage, shouting "Ban!" sharply!
辯	1120	biàn	to dispute	"Bian!" Words as peppery as spice commanded sharply - disputing, arguing and debating!
壁	1121	bì	Partition	The earth and wall unite to create partition, shouting "Bee!" sharply!
避	1122	bì	to evade	Picture to evade taking form - it shouts "Bee!" with vivid energy!
新	1123	xīn	new	"Shin!" Standing with tree and ax, they sang cheerfully - everything fresh and newly made!
薪	1124	xīn	Fuel	See how the grass forms fuel? It sings "Shin!" cheerfully - a vivid image to remember!
親	1125	qīn	Relatives	"Chin!" Standing by the tree to see, they sang cheerfully - dear relatives and intimate relations!
襯	1126	chèn	Inner Garments	"Chen!" Clothes for relatives commanded sharply - inner garments, underwear beneath!
幸	1127	xìng	Good Fortune	"Shing!" Hands bound together commanded good fortune sharply - lucky and fortunate!
執	1128	zhí	to clench	The hand takes the shape of to clench, asking "Zhi, should I keep grasping?" curiously!
報	1129	bào	Newspaper	Picture newspaper taking form - it shouts "Bao!" with vivid energy!
叫	1130	jiào	to call	"Jiao!" The mouth compared and commanded sharply - calling and shouting orders!
收	1131	shōu	to receive	"Show!" The hand worked again cheerfully to receive - accepting income collected!
陸	1132	lù	Land	The strokes unite to show land, shouting "Loo!" sharply - a vivid image to remember!
勢	1133	shì	Force	This character represents force, shouting "Shi!" sharply - a vivid image to remember!
熱	1134	rè	Heat	Like fire, this character means heat and shouts "Ruh!" with flickering flames dancing high!
藝	1135	yì	Technique	With grass combined with a person, you get technique - "Yi!" rings out sharply!
亥	1136	hài	Sign Of The Hog	The strokes unite to show sign of the hog, shouting "Hai!" sharply!
核	1137	hé	Nucleus	See how the tree forms nucleus? It asks "Huh? Center?" curiously!
孩	1138	hái	Tot	A tot child hog questions "Hai? Little one?" curiously young!
刻	1139	kè	to carve	"Kuh!" The knife carved the hog sharply - engraving quarter-hours!
該	1140	gāi	should	The strokes unite to show should, singing "Gai!" cheerfully!
述	1141	shù	to narrate	"Shoo!" Walking with the hog, they commanded narration sharply - telling and relating!
術	1142	shù	Art	The strokes unite to show art, shouting "Shoo!" sharply - a vivid image to remember!
殺	1143	shā	to kill	"Sha!" The tree mastered the dark art - killing, murdering and slaughtering!
襄	1144	xiāng	to aid	"Shyang!" Clothes held high sang cheerfully - aiding and assisting!
讓	1145	ràng	to yield	"Rang!" Words of aid commanded sharply to yield - allowing and permitting!
壤	1146	rǎng	Territory	When the earth meets the soil, they form territory, whispering "Rang" softly!
寒	1147	hán	frigid	The strokes unite to show frigid, asking "Han? Cold?" curiously!
賽	1148	sài	Competition	The shellfish stands for competition, shouting "Sai!" sharply!
毒	1149	dú	a Poison	The strokes unite to show a poison, asking "Doo? Venom?" curiously!
素	1150	sù	Vegetarian Diet	"Soo!" Ten threads commanded sharply at the table - a plain vegetarian diet, meatless!
青	1151	qīng	blue or green	The moon takes the shape of blue or green, singing "Ching!" cheerfully!
精	1152	jīng	refined	A striking symbol for refined that sings "Jing!" cheerfully!
請	1153	qǐng	to invite	The strokes unite to show to invite, whispering "Ching" softly!
